company,ticker,published_at,period,document_type,document_family,source_file,file_size_bytes,has_tables,has_guidance_terms,has_product_terms,has_numeric_content
Home Depot,HD,2025-04-03,FY 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-04-03__hd-us-20250403-call-conf-pres-3__437749.md,36632,false,true,true,true
Home Depot,HD,2025-05-20,Q1 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-05-20__hd-us-20250520-call-q1-pres__38060.md,20300,false,true,true,true
Home Depot,HD,2025-05-20,Q1 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-05-20__hd-us-20250520-call-q1-qna__38076.md,31178,false,true,true,true
Home Depot,HD,2025-05-20,Q1 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-05-20__hd-us-20250520-call__134516.md,48097,false,true,true,true
Home Depot,HD,2025-08-19,Q2 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-08-19__hd-us-20250819-call-pres__143686.md,20506,false,true,true,true
Home Depot,HD,2025-08-19,Q2 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-08-19__hd-us-20250819-call-qna__143687.md,32213,false,true,true,true
Home Depot,HD,2025-09-03,Q2 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-09-03__hd-us-20250903-call-conf-pres-2__437752.md,26763,false,true,true,true
Home Depot,HD,2025-09-04,Q3 2026,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-09-04__hd-us-20250904-call-conf-pres__144641.md,874,false,false,false,true
Home Depot,HD,2025-09-04,Q2 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-09-04__hd-us-20250904-call-conf-qna__144639.md,26829,false,true,true,true
Home Depot,HD,2025-11-18,Q3 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-11-18__hd-us-20251118-call-pres__1565276.md,17636,false,true,true,true
Home Depot,HD,2025-11-18,Q3 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-11-18__hd-us-20251118-call-qna__1565277.md,33066,false,true,true,true
Home Depot,HD,2025-12-09,"FY 2025, FY 2026 Outlook",CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-12-09__hd-us-20251209-call-pres-3__1570134.md,97847,false,true,true,true
Home Depot,HD,2025-12-09,FY 2025 and FY 2026 outlook,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-12-09__hd-us-20251209-call-qna__1570136.md,73670,false,true,true,true
Home Depot,HD,2025-12-10,FY 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2025-12-10__hd-us-20251210-call-pres__384495.md,170687,false,true,true,true
Home Depot,HD,2026-02-24,Q4 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-02-24__hd-us-20260224-call-pres__629730.md,20715,false,true,true,true
Home Depot,HD,2026-02-24,Q4 2026,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-02-24__hd-us-20260224-call-qna__629737.md,31998,false,true,true,true
Home Depot,HD,2026-04-09,Q1 2027,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-04-09__hd-us-20260409-call-conf-pres__906255.md,1305,false,false,false,true
Home Depot,HD,2026-04-09,Q1 2027,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-04-09__hd-us-20260409-call-conf-qna__906256.md,36589,false,true,true,true
Home Depot,HD,2026-05-19,Q1 2026,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-05-19__hd-us-20260519-call-pres__1039117.md,19219,false,true,true,true
Home Depot,HD,2026-05-19,Q1 2027,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-05-19__hd-us-20260519-call-qna__1039119.md,36162,false,true,true,true
Home Depot,HD,2026-05-21,FY 2025,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-05-21__hd-us-20260521-call-agm-pres__1042691.md,38200,false,true,true,true
Home Depot,HD,2026-05-21,Q2 2027,CALL_TRANSCRIPT,call-transcripts,call-transcripts/2026-05-21__hd-us-20260521-call-agm-qna__1042692.md,7384,false,true,true,true
Home Depot,HD,2015-02-24,FY 2014,FILING,filings,filings/2015-02-24__hd-us-20150224-q4-10k__437577.md,282963,true,true,true,true
Home Depot,HD,2015-02-24,FY 2014,FILING,filings,filings/2015-02-24__hd-us-20150224-q4-8k__437618.md,20577,true,true,true,true
Home Depot,HD,2015-03-26,FY 2014,FILING,filings,filings/2015-03-26__hd-us-20150326-fy-10k__778728.md,255093,true,true,true,true
Home Depot,HD,2015-04-06,FY 2014,FILING,filings,filings/2015-04-06__hd-us-20150406-filing__437669.md,309778,true,true,true,true
Home Depot,HD,2015-05-19,Q1 2015,FILING,filings,filings/2015-05-19__hd-us-20150519-q1-10q__437643.md,75016,true,true,true,true
Home Depot,HD,2015-05-19,Q1 2015,FILING,filings,filings/2015-05-19__hd-us-20150519-q1-8k__437617.md,27298,true,true,true,true
Home Depot,HD,2015-08-18,Q2 2015,FILING,filings,filings/2015-08-18__hd-us-20150818-q2-10q__437645.md,91402,true,true,true,true
Home Depot,HD,2015-08-18,Q2 2015,FILING,filings,filings/2015-08-18__hd-us-20150818-q2-8k__437615.md,20857,true,true,true,true
Home Depot,HD,2015-11-17,Q3 2015,FILING,filings,filings/2015-11-17__hd-us-20151117-q3-10q__437636.md,100926,true,true,true,true
Home Depot,HD,2015-11-17,Q3 2015 and FY 2015 Guidance,FILING,filings,filings/2015-11-17__hd-us-20151117-q3-8k__437613.md,19092,true,true,true,true
Home Depot,HD,2016-02-23,FY 2015,FILING,filings,filings/2016-02-23__hd-us-20160223-q4-10k__437576.md,305318,true,true,true,true
Home Depot,HD,2016-02-23,FY 2015,FILING,filings,filings/2016-02-23__hd-us-20160223-q4-8k__437611.md,19916,true,true,true,true
Home Depot,HD,2016-03-24,FY 2015,FILING,filings,filings/2016-03-24__hd-us-20160324-fy-10k__778689.md,273431,true,true,true,true
Home Depot,HD,2016-04-04,FY 2015,FILING,filings,filings/2016-04-04__hd-us-20160404-filing__437667.md,290432,true,true,true,true
Home Depot,HD,2016-05-17,Q1 2016,FILING,filings,filings/2016-05-17__hd-us-20160517-q1-10q__437642.md,70428,true,true,true,true
Home Depot,HD,2016-05-17,Q1 2016,FILING,filings,filings/2016-05-17__hd-us-20160517-q1-8k__437610.md,13652,true,true,true,true
Home Depot,HD,2016-08-16,Q2 2016,FILING,filings,filings/2016-08-16__hd-us-20160816-q2-10q__437635.md,80890,true,true,true,true
Home Depot,HD,2016-08-16,Q2 2016,FILING,filings,filings/2016-08-16__hd-us-20160816-q2-8k__437608.md,15113,true,true,true,true
Home Depot,HD,2016-11-15,Q3 2016,FILING,filings,filings/2016-11-15__hd-us-20161115-q3-10q__437647.md,85249,true,true,true,true
Home Depot,HD,2016-11-15,Q3 2016,FILING,filings,filings/2016-11-15__hd-us-20161115-q3-8k__437607.md,15324,true,true,true,true
Home Depot,HD,2017-02-21,FY 2016,FILING,filings,filings/2017-02-21__hd-us-20170221-q4-10k__437574.md,292420,true,true,true,true
Home Depot,HD,2017-02-21,FY 2016,FILING,filings,filings/2017-02-21__hd-us-20170221-q4-8k__437606.md,16188,true,true,true,true
Home Depot,HD,2017-03-23,FY 2016,FILING,filings,filings/2017-03-23__hd-us-20170323-fy-10k__778688.md,261224,true,true,true,true
Home Depot,HD,2017-04-03,FY 2016,FILING,filings,filings/2017-04-03__hd-us-20170403-filing__437665.md,326181,true,true,true,true
Home Depot,HD,2017-05-16,Q1 2017,FILING,filings,filings/2017-05-16__hd-us-20170516-q1-10q__437632.md,58968,true,true,true,true
Home Depot,HD,2017-05-16,Q1 2017,FILING,filings,filings/2017-05-16__hd-us-20170516-q1-8k__437605.md,12908,true,true,true,true
Home Depot,HD,2017-08-15,Q2 2017,FILING,filings,filings/2017-08-15__hd-us-20170815-q2-10q__437640.md,69636,true,true,true,true
Home Depot,HD,2017-08-15,Q2 2017,FILING,filings,filings/2017-08-15__hd-us-20170815-q2-8k__437602.md,14589,true,true,true,true
Home Depot,HD,2017-11-14,Q3 2017,FILING,filings,filings/2017-11-14__hd-us-20171114-q3-10q__437638.md,72989,true,true,true,true
Home Depot,HD,2017-11-14,Q3 2017,FILING,filings,filings/2017-11-14__hd-us-20171114-q3-8k__437600.md,15688,true,true,true,true
Home Depot,HD,2018-02-20,FY 2017,FILING,filings,filings/2018-02-20__hd-us-20180220-q4-10k__437572.md,278135,true,true,true,true
Home Depot,HD,2018-02-20,FY 2017,FILING,filings,filings/2018-02-20__hd-us-20180220-q4-8k__437599.md,16878,true,true,true,true
Home Depot,HD,2018-03-22,FY 2017,FILING,filings,filings/2018-03-22__hd-us-20180322-fy-10k__778687.md,250532,true,true,true,true
Home Depot,HD,2018-04-02,FY 2018,FILING,filings,filings/2018-04-02__hd-us-20180402-filing__437658.md,328296,true,true,true,true
Home Depot,HD,2018-05-15,Q1 2018,FILING,filings,filings/2018-05-15__hd-us-20180515-q1-10q__437628.md,67316,true,true,true,true
Home Depot,HD,2018-05-15,Q1 2018,FILING,filings,filings/2018-05-15__hd-us-20180515-q1-8k__437594.md,25463,true,true,true,true
Home Depot,HD,2018-08-14,Q2 2018,FILING,filings,filings/2018-08-14__hd-us-20180814-q2-10q__437634.md,79778,true,true,true,true
Home Depot,HD,2018-08-14,Q2 2018,FILING,filings,filings/2018-08-14__hd-us-20180814-q2-8k__437595.md,25261,true,true,true,true
Home Depot,HD,2018-11-13,Q3 2018,FILING,filings,filings/2018-11-13__hd-us-20181113-q3-10q__437630.md,81268,true,true,true,true
Home Depot,HD,2018-11-13,Q3 2018,FILING,filings,filings/2018-11-13__hd-us-20181113-q3-8k__437591.md,22119,true,true,true,true
Home Depot,HD,2019-02-26,FY 2018,FILING,filings,filings/2019-02-26__hd-us-20190226-q4-10k__437570.md,295322,true,true,true,true
Home Depot,HD,2019-02-26,FY 2018,FILING,filings,filings/2019-02-26__hd-us-20190226-q4-8k__437590.md,24445,true,true,true,true
Home Depot,HD,2019-03-28,FY 2019,FILING,filings,filings/2019-03-28__hd-us-20190328-fy-10k__778686.md,267103,true,true,true,true
Home Depot,HD,2019-04-08,FY 2018,FILING,filings,filings/2019-04-08__hd-us-20190408-filing__437663.md,351217,true,true,true,true
Home Depot,HD,2019-05-21,Q1 2019,FILING,filings,filings/2019-05-21__hd-us-20190521-q1-10q__437621.md,74754,true,true,true,true
Home Depot,HD,2019-05-21,Q1 2019,FILING,filings,filings/2019-05-21__hd-us-20190521-q1-8k__437587.md,13657,true,true,true,true
Home Depot,HD,2019-08-20,Q2 2019,FILING,filings,filings/2019-08-20__hd-us-20190820-q2-10q__437627.md,90223,true,true,true,true
Home Depot,HD,2019-08-20,Q2 2019,FILING,filings,filings/2019-08-20__hd-us-20190820-q2-8k__437585.md,15357,true,true,true,true
Home Depot,HD,2019-11-19,Q3 2019,FILING,filings,filings/2019-11-19__hd-us-20191119-q3-10q__437624.md,91844,true,true,true,true
Home Depot,HD,2019-11-19,Q3 2019,FILING,filings,filings/2019-11-19__hd-us-20191119-q3-8k__437584.md,15277,true,true,true,true
Home Depot,HD,2019-12-11,FY 2020,FILING,filings,filings/2019-12-11__hd-us-20191211-fy-8k__437582.md,4518,false,true,false,true
Home Depot,HD,2020-02-25,FY 2019,FILING,filings,filings/2020-02-25__hd-us-20200225-q4-10k__437568.md,312550,true,true,true,true
Home Depot,HD,2020-02-25,FY 2019,FILING,filings,filings/2020-02-25__hd-us-20200225-q4-8k__437581.md,17165,true,true,true,true
Home Depot,HD,2020-03-25,FY 2019,FILING,filings,filings/2020-03-25__hd-us-20200325-fy-10k__778726.md,285501,true,true,true,true
Home Depot,HD,2020-04-06,FY 2019,FILING,filings,filings/2020-04-06__hd-us-20200406-filing__437661.md,390890,true,true,true,true
Home Depot,HD,2020-04-21,FY 2020,FILING,filings,filings/2020-04-21__hd-us-20200421-filing__437657.md,11632,false,false,true,true
Home Depot,HD,2020-05-19,Q1 2020,FILING,filings,filings/2020-05-19__hd-us-20200519-q1-10q__437622.md,98079,true,true,true,true
Home Depot,HD,2020-05-19,Q1 2020,FILING,filings,filings/2020-05-19__hd-us-20200519-q1-8k__437579.md,16128,true,true,true,true
Home Depot,HD,2020-08-17,H1 2020,FILING,filings,filings/2020-08-17__hd-us-20200817-q2-10q__101839.md,121084,true,true,true,true
Home Depot,HD,2020-08-17,Q2 2020,FILING,filings,filings/2020-08-17__hd-us-20200817-q2-8k__101842.md,16158,true,true,true,true
Home Depot,HD,2020-11-17,Q3 2020,FILING,filings,filings/2020-11-17__hd-us-20201117-q3-10q__101837.md,121958,true,true,true,true
Home Depot,HD,2020-11-17,Q3 2020,FILING,filings,filings/2020-11-17__hd-us-20201117-q3-8k__101838.md,16137,true,true,true,true
Home Depot,HD,2021-02-23,FY 2020,FILING,filings,filings/2021-02-23__hd-us-20210223-q4-10k__101817.md,350427,true,true,true,true
Home Depot,HD,2021-02-23,FY 2020,FILING,filings,filings/2021-02-23__hd-us-20210223-q4-8k__101835.md,16651,true,true,true,true
Home Depot,HD,2021-03-24,FY 2020,FILING,filings,filings/2021-03-24__hd-us-20210324-fy-10k__778674.md,317185,true,true,true,true
Home Depot,HD,2021-04-05,FY 2020,FILING,filings,filings/2021-04-05__hd-us-20210405-filing__437659.md,385524,true,true,true,true
Home Depot,HD,2021-05-18,Q1 2021,FILING,filings,filings/2021-05-18__hd-us-20210518-q1-10q__101836.md,71269,true,true,true,true
Home Depot,HD,2021-05-18,Q1 2021,FILING,filings,filings/2021-05-18__hd-us-20210518-q1-8k__101823.md,14650,true,true,true,true
Home Depot,HD,2021-08-17,Q2 2021,FILING,filings,filings/2021-08-17__hd-us-20210817-q2-10q__101831.md,85973,true,true,true,true
Home Depot,HD,2021-08-17,Q2 2021,FILING,filings,filings/2021-08-17__hd-us-20210817-q2-8k__101848.md,15801,true,true,true,true
Home Depot,HD,2021-11-16,Q3 2021,FILING,filings,filings/2021-11-16__hd-us-20211116-q3-10q__101833.md,90565,true,true,true,true
Home Depot,HD,2021-11-16,Q3 2021,FILING,filings,filings/2021-11-16__hd-us-20211116-q3-8k__101850.md,16304,true,true,true,true
Home Depot,HD,2022-02-22,FY 2022,FILING,filings,filings/2022-02-22__hd-us-20220222-q4-10k__101834.md,332990,true,true,true,true
Home Depot,HD,2022-02-22,FY 2021,FILING,filings,filings/2022-02-22__hd-us-20220222-q4-8k__101852.md,16673,true,true,true,true
Home Depot,HD,2022-03-23,FY 2021,FILING,filings,filings/2022-03-23__hd-us-20220323-fy-10k__778666.md,301863,true,true,true,true
Home Depot,HD,2022-04-04,FY 2021,FILING,filings,filings/2022-04-04__hd-us-20220404-filing__437656.md,490561,true,true,true,true
Home Depot,HD,2022-05-17,Q1 2022,FILING,filings,filings/2022-05-17__hd-us-20220517-q1-10q__101822.md,76477,true,true,true,true
Home Depot,HD,2022-05-17,Q1 2022,FILING,filings,filings/2022-05-17__hd-us-20220517-q1-8k__101820.md,14204,true,true,true,true
Home Depot,HD,2022-08-16,Q2 2022,FILING,filings,filings/2022-08-16__hd-us-20220816-q2-10q__101824.md,90356,true,true,true,true
Home Depot,HD,2022-08-16,Q2 2022,FILING,filings,filings/2022-08-16__hd-us-20220816-q2-8k__101829.md,15547,true,true,true,true
Home Depot,HD,2022-11-15,Q3 2022,FILING,filings,filings/2022-11-15__hd-us-20221115-q3-10q__101826.md,93686,true,true,true,true
Home Depot,HD,2022-11-15,Q3 2022,FILING,filings,filings/2022-11-15__hd-us-20221115-q3-8k__101843.md,15417,true,true,true,true
Home Depot,HD,2023-02-21,FY 2022,FILING,filings,filings/2023-02-21__hd-us-20230221-q4-10k__132163.md,330217,true,true,true,true
Home Depot,HD,2023-02-21,FY 2022,FILING,filings,filings/2023-02-21__hd-us-20230221-q4-8k__101845.md,18515,true,true,true,true
Home Depot,HD,2023-03-15,FY 2022,FILING,filings,filings/2023-03-15__hd-us-20230315-fy-10k__778722.md,304846,true,true,true,true
Home Depot,HD,2023-04-03,FY 2022,FILING,filings,filings/2023-04-03__hd-us-20230403-filing__437654.md,426724,true,true,true,true
Home Depot,HD,2023-05-16,Q1 2023,FILING,filings,filings/2023-05-16__hd-us-20230516-q1-10q__101841.md,81889,true,true,true,true
Home Depot,HD,2023-05-16,Q1 2023,FILING,filings,filings/2023-05-16__hd-us-20230516-q1-8k__101818.md,15172,true,true,true,true
Home Depot,HD,2023-06-13,FY 2023,FILING,filings,filings/2023-06-13__hd-us-20230613-fy-8k__101819.md,9516,false,true,true,true
Home Depot,HD,2023-08-15,Q2 2023,FILING,filings,filings/2023-08-15__hd-us-20230815-q2-10q__101816.md,97000,true,true,true,true
Home Depot,HD,2023-08-15,Q2 2023,FILING,filings,filings/2023-08-15__hd-us-20230815-q2-8k__101814.md,15776,true,true,true,true
Home Depot,HD,2023-11-14,Q3 2023,FILING,filings,filings/2023-11-14__hd-us-20231114-q3-10q__101828.md,98425,true,true,true,true
Home Depot,HD,2023-11-14,Q3 2023,FILING,filings,filings/2023-11-14__hd-us-20231114-q3-8k__101815.md,15848,true,true,true,true
Home Depot,HD,2024-02-20,FY 2023,FILING,filings,filings/2024-02-20__hd-us-20240220-q4-10k__132173.md,341169,true,true,true,true
Home Depot,HD,2024-02-20,FY 2023,FILING,filings,filings/2024-02-20__hd-us-20240220-q4-8k__101851.md,16532,true,true,true,true
Home Depot,HD,2024-03-13,FY 2023,FILING,filings,filings/2024-03-13__hd-us-20240313-fy-10k__778665.md,315790,true,true,true,true
Home Depot,HD,2024-03-28,FY 2024,FILING,filings,filings/2024-03-28__hd-us-20240328-fy-8k__101840.md,13989,false,true,true,true
Home Depot,HD,2024-04-01,FY 2023,FILING,filings,filings/2024-04-01__hd-us-20240401-filing__437653.md,439627,true,true,true,true
Home Depot,HD,2024-05-14,Q1 2024,FILING,filings,filings/2024-05-14__hd-us-20240514-q1-10q__101821.md,89827,true,true,true,true
Home Depot,HD,2024-05-14,Q1 2024,FILING,filings,filings/2024-05-14__hd-us-20240514-q1-8k__101830.md,14460,true,true,true,true
Home Depot,HD,2024-08-13,Q2 2024,FILING,filings,filings/2024-08-13__hd-us-20240813-q2-10q__101825.md,131687,true,true,true,true
Home Depot,HD,2024-08-13,Q2 2024,FILING,filings,filings/2024-08-13__hd-us-20240813-q2-8k__101849.md,21825,true,true,true,true
Home Depot,HD,2024-11-12,Q3 2024,FILING,filings,filings/2024-11-12__hd-us-20241112-q3-10q__101846.md,133100,true,true,true,true
Home Depot,HD,2024-11-12,Q3 2024,FILING,filings,filings/2024-11-12__hd-us-20241112-q3-8k__101844.md,20657,true,true,true,true
Home Depot,HD,2025-02-25,FY 2025,FILING,filings,filings/2025-02-25__hd-us-20250225-q4-10k__132164.md,370980,true,true,true,true
Home Depot,HD,2025-02-25,FY 2024,FILING,filings,filings/2025-02-25__hd-us-20250225-q4-8k__101827.md,22032,true,true,true,true
Home Depot,HD,2025-03-20,FY 2025,FILING,filings,filings/2025-03-20__hd-us-20250320-fy-10k__778723.md,343330,true,true,true,true
Home Depot,HD,2025-04-07,FY 2025,FILING,filings,filings/2025-04-07__hd-us-20250407-filing-2__437651.md,406324,true,true,true,true
Home Depot,HD,2025-04-07,Q1 2026,FILING,filings,filings/2025-04-07__hd-us-20250407-filing__437650.md,2136,false,false,false,true
Home Depot,HD,2025-05-20,Q1 2025,FILING,filings,filings/2025-05-20__hd-us-20250520-q1-10q__101832.md,159438,true,true,true,true
Home Depot,HD,2025-05-20,Q1 2025,FILING,filings,filings/2025-05-20__hd-us-20250520-q1-8k__101847.md,19151,true,true,true,true
Home Depot,HD,2025-08-19,Q2 2025 and H1 2025,FILING,filings,filings/2025-08-19__hd-us-20250819-q2-10q__148871.md,132883,true,true,true,true
Home Depot,HD,2025-08-19,Q2 2025,FILING,filings,filings/2025-08-19__hd-us-20250819-q2-8k__143666.md,20751,true,true,true,true
Home Depot,HD,2025-08-20,Q2 2025,FILING,filings,filings/2025-08-20__hd-us-20250820-q2-8k__143688.md,20605,true,true,true,true
Home Depot,HD,2025-08-25,Q2 and H1 2025,FILING,filings,filings/2025-08-25__hd-us-20250825-q2-10q__144029.md,94588,true,true,true,true
Home Depot,HD,2025-11-18,Q3 2025,FILING,filings,filings/2025-11-18__hd-us-20251118-q3-10q__437649.md,133792,true,true,true,true
Home Depot,HD,2025-11-18,Q3 2025,FILING,filings,filings/2025-11-18__hd-us-20251118-q3-8k__359994.md,21821,true,true,true,true
Home Depot,HD,2026-02-24,FY 2025,FILING,filings,filings/2026-02-24__hd-us-20260224-q4-10k__940544.md,529095,true,true,true,true
Home Depot,HD,2026-02-24,FY 2025,FILING,filings,filings/2026-02-24__hd-us-20260224-q4-8k-2__904387.md,383469,true,true,true,true
Home Depot,HD,2026-02-24,Q4 2025,FILING,filings,filings/2026-02-24__hd-us-20260224-q4-8k__615609.md,22517,true,true,true,true
Home Depot,HD,2026-03-18,FY 2025,FILING,filings,filings/2026-03-18__hd-us-20260318-fy-10k__828355.md,349130,true,true,true,true
Home Depot,HD,2026-03-23,FY 2025,FILING,filings,filings/2026-03-23__hd-us-20260323-filing__865729.md,503983,true,true,true,true
Home Depot,HD,2026-04-07,FY 2025,FILING,filings,filings/2026-04-07__hd-us-20260407-filing-2__904279.md,504683,true,true,true,true
Home Depot,HD,2026-04-07,FY 2026,FILING,filings,filings/2026-04-07__hd-us-20260407-filing__904273.md,5995,true,false,false,true
Home Depot,HD,2026-05-19,Q1 2026,FILING,filings,filings/2026-05-19__hd-us-20260519-q1-10q__1053121.md,106617,true,true,true,true
Home Depot,HD,2026-05-19,Q1 2026,FILING,filings,filings/2026-05-19__hd-us-20260519-q1-8k-2__1038586.md,19014,true,true,true,true
Home Depot,HD,2026-05-19,Q1 2026,FILING,filings,filings/2026-05-19__hd-us-20260519-q1-8k__1038584.md,23803,true,true,true,true
Home Depot,HD,2015-05-21,FY 2014,SLIDE,slides,slides/2015-05-21__hd-us-20150521-slide__437786.md,27937,false,true,true,true
Home Depot,HD,2015-12-08,FY 2015,SLIDE,slides,slides/2015-12-08__hd-us-20151208-slide-2__1551724.md,207233,true,true,true,true
Home Depot,HD,2015-12-08,FY 2015,SLIDE,slides,slides/2015-12-08__hd-us-20151208-slide__437784.md,217546,true,true,true,true
Home Depot,HD,2016-05-19,FY 2015,SLIDE,slides,slides/2016-05-19__hd-us-20160519-slide__437781.md,27697,false,true,true,true
Home Depot,HD,2017-05-18,FY 2016,SLIDE,slides,slides/2017-05-18__hd-us-20170518-slide__437779.md,31753,false,true,true,true
Home Depot,HD,2017-12-06,FY 2017,SLIDE,slides,slides/2017-12-06__hd-us-20171206-slide__437776.md,211211,true,true,true,true
Home Depot,HD,2018-05-17,FY 2017,SLIDE,slides,slides/2018-05-17__hd-us-20180517-slide__437774.md,38418,false,true,true,true
Home Depot,HD,2019-05-23,FY 2018,SLIDE,slides,slides/2019-05-23__hd-us-20190523-slide__437772.md,42842,false,true,true,true
Home Depot,HD,2019-12-11,"FY 2019, FY 2020",SLIDE,slides,slides/2019-12-11__hd-us-20191211-slide__437771.md,67217,false,true,true,true
Home Depot,HD,2020-05-21,Q1 2020,SLIDE,slides,slides/2020-05-21__hd-us-20200521-slide__437769.md,33209,false,true,true,true
Home Depot,HD,2021-05-20,FY 2020 and Q1 2021,SLIDE,slides,slides/2021-05-20__hd-us-20210520-slide__38087.md,31737,false,true,true,true
Home Depot,HD,2021-09-09,FY 2020,SLIDE,slides,slides/2021-09-09__hd-us-20210909-slide__38047.md,62991,false,false,true,true
Home Depot,HD,2022-08-16,Q2 FY 2022,SLIDE,slides,slides/2022-08-16__hd-us-20220816-slide__38059.md,6064,true,false,false,true
Home Depot,HD,2023-06-13,FY 2023,SLIDE,slides,slides/2023-06-13__hd-us-20230613-slide__38044.md,274321,true,true,true,true
Home Depot,HD,2024-03-28,FY 2024,SLIDE,slides,slides/2024-03-28__hd-us-20240328-slide__38048.md,35073,true,true,true,true
Home Depot,HD,2025-12-09,FY 2025,SLIDE,slides,slides/2025-12-09__hd-us-20251209-slide__384215.md,179392,true,true,true,true
