company,ticker,published_at,period,source_file,question_topic,driver,affected_metric,affected_category,impact_value,impact_unit,impact_direction,time_scope,confidence_hint,quote
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"Looking ahead, as we focus on this channel profitability analysis, not very concerned about pressure coming at us from a",gross_margin_pct,pro,,,negative,current,low,"Looking ahead, as we focus on this channel profitability analysis, not very concerned about pressure coming at us from a margin perspective."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"When we initially started our dotcom business, it was separate from the store, meaning stores did not get credit for the",comparable_sales_total_pct,,,,neutral,current,low,"When we initially started our dotcom business, it was separate from the store, meaning stores did not get credit for the sales."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"We are blessed with very competitive store culture, and they saw dotcom as a competitor, not as part of their core offer",comparable_sales_total_pct,,,,neutral,current,low,"We are blessed with very competitive store culture, and they saw dotcom as a competitor, not as part of their core offering to the customer."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,This is more accounting than anything internally to make sure that we leverage the entire company's benefits and the abi,comparable_sales_total_pct,,,,neutral,current,low,This is more accounting than anything internally to make sure that we leverage the entire company's benefits and the ability to serve customers more broadly.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Rather than saying we don't have it, your next step is to take them online via their mobile device or smartphone or take",,,,,neutral,current,low,"Rather than saying we don't have it, your next step is to take them online via their mobile device or smartphone or take them to a terminal to do one additional source to see if you can close the transaction out online."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"The key for us is the fact that the associates understand that dotcom and online is a part of commerce, not a separate e",,,,,neutral,current,low,"The key for us is the fact that the associates understand that dotcom and online is a part of commerce, not a separate entity from their store."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Unknown speaker: From a merchant standpoint, our homedepot.com merchants actually are part of our core department mercha",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: From a merchant standpoint, our homedepot.com merchants actually are part of our core department merchandising teams, and all of the financials of that are integrated and compensated accordingly."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,The next year projection's a 5% from a 7% comp this year.,comparable_sales_total_pct,pro,5,%,neutral,future,high,The next year projection's a 5% from a 7% comp this year.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"If I look at your factor model, the big difference seems to be appliances and those big-ticket items.",,appliances,,,neutral,current,low,"If I look at your factor model, the big difference seems to be appliances and those big-ticket items."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,Is it a fair assumption that you're thinking that ticket will be less of a driver of comp next year as you think it thro,comparable_sales_total_pct,,,,neutral,future,low,"Is it a fair assumption that you're thinking that ticket will be less of a driver of comp next year as you think it through, that being the difference?"
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,That's not necessarily to say that big ticket won't be a driver of sales.,comparable_sales_total_pct,,,,neutral,current,low,That's not necessarily to say that big ticket won't be a driver of sales.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,We've had 10 quarters in a row of growth in transactions of tickets of $900 or more.,,,10,,positive,current,high,We've had 10 quarters in a row of growth in transactions of tickets of $900 or more.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"I don't suspect that's going to change dramatically, but we aren't going to come out with a sales plan that has inflatio",comparable_sales_total_pct,,,,neutral,current,low,"I don't suspect that's going to change dramatically, but we aren't going to come out with a sales plan that has inflation and market share gains."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Carol, just what's the dollar investment that you're looking at next year for your omni-channel, both the IT side and th",comparable_sales_total_pct,,,,neutral,future,low,"Carol, just what's the dollar investment that you're looking at next year for your omni-channel, both the IT side and the distribution and all of that, and how does that compare to this year?"
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,housing,"To Frank's point about housing and how it's impacting our customers, many retailers said they had a pretty soft Black Fr",comparable_sales_total_pct,,,,neutral,current,low,"To Frank's point about housing and how it's impacting our customers, many retailers said they had a pretty soft Black Friday, and they were disappointed with their sales results, and that certainly wasn't the case here at The Home Depot."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"I want to ask you, Carol, a question about incremental margins.",gross_margin_pct,,,,neutral,current,low,"I want to ask you, Carol, a question about incremental margins."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"In the past, you've said that fixed costs were about 47% of your cost structure, and now you're identifying a 35% sales ",comparable_sales_total_pct,,47,%,positive,current,high,"In the past, you've said that fixed costs were about 47% of your cost structure, and now you're identifying a 35% sales growth ratio."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,Is it where we're moving up the sales productivity curve?,comparable_sales_total_pct,pro,,,positive,current,low,Is it where we're moving up the sales productivity curve?
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,Unknown speaker: It's really our assumptions on traffic and ticket growth.,,,,,positive,current,low,Unknown speaker: It's really our assumptions on traffic and ticket growth.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Again, if all of our growth is coming from transactions because of the activity or excuse me, from ticket, because of th",,,,,positive,current,low,"Again, if all of our growth is coming from transactions because of the activity or excuse me, from ticket, because of the activity nature of our model, we'd have more expense leverage."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Another way to think about it is that for every point of comp, I'll get between 15 and 20 basis points of leverage.",comparable_sales_total_pct,,15,,neutral,current,high,"Another way to think about it is that for every point of comp, I'll get between 15 and 20 basis points of leverage."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"For example, we've talked about in the past, for our casualty reserves, like workers comp and general liability, we have",comparable_sales_total_pct,,,,neutral,current,low,"For example, we've talked about in the past, for our casualty reserves, like workers comp and general liability, we have close to a billion-dollar liability on our balance sheet."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,I want to ask a two-part question on inventory turns.,,,,,neutral,current,low,I want to ask a two-part question on inventory turns.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,guidance,"The second piece to that question is, when you look at the guidance on your inventory turns, are you calling for that to",,,,,neutral,future,low,"The second piece to that question is, when you look at the guidance on your inventory turns, are you calling for that to accelerate over the next two years relative to the past two years?"
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Unknown speaker: I think, whenever we talk about inventory turns, the most important thing to talk about up front is our",,,,,positive,current,low,"Unknown speaker: I think, whenever we talk about inventory turns, the most important thing to talk about up front is our in-stock position."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"As we look at the inventory turn targets, it's tough to tease out.",,,,,neutral,current,low,"As we look at the inventory turn targets, it's tough to tease out."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,Multiple initiatives and which one is driving exactly what inventory benefit.,,,,,neutral,current,low,Multiple initiatives and which one is driving exactly what inventory benefit.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"In my career, I've had numerous times where the inventory management initiatives have totaled up to more than the invent",,,,,positive,current,low,"In my career, I've had numerous times where the inventory management initiatives have totaled up to more than the inventory that you have because they just don't work that way."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,Unknown speaker: The most important thing in our inventory management is being in stock.,,,,,neutral,current,low,Unknown speaker: The most important thing in our inventory management is being in stock.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"I think localized assortment could actually be one of the biggest drivers of inventory turnover improvement, let me tell",,pro,,,neutral,current,low,"I think localized assortment could actually be one of the biggest drivers of inventory turnover improvement, let me tell you why."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"15% of our store base has a sales volume that's 52% of our company average, yet we are assorting those stores the same f",comparable_sales_total_pct,,15,%,neutral,current,high,"15% of our store base has a sales volume that's 52% of our company average, yet we are assorting those stores the same for events as we are assorting our larger volume stores."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,That's a lot of inventory that's going into those stores.,,,,,neutral,current,low,That's a lot of inventory that's going into those stores.
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"Oh, by the way, that inventory then has to be marked down.",,,,,negative,current,low,"Oh, by the way, that inventory then has to be marked down."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"No, how we merchandise is key to inventory turns as much as the supply chain initiatives.",,,,,positive,current,low,"No, how we merchandise is key to inventory turns as much as the supply chain initiatives."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"We are going to provide them great healthcare, our compliance with the Affordable Care Act is in the numbers you've seen",comparable_sales_total_pct,pro,,,neutral,current,low,"We are going to provide them great healthcare, our compliance with the Affordable Care Act is in the numbers you've seen this morning."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"I'm wondering, when you look at your Pro customer, how much of online sales, I guess, is coming from the Pro, and how mu",comparable_sales_total_pct,pro,,,neutral,current,low,"I'm wondering, when you look at your Pro customer, how much of online sales, I guess, is coming from the Pro, and how much of it is shipped to the job site the next morning?"
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,demand,"As you'd expect, it is a lot of checking inventory, putting in buy online, pick up in-store orders, and they view it as ",,,,,positive,future,low,"As you'd expect, it is a lot of checking inventory, putting in buy online, pick up in-store orders, and they view it as a great time saver for them."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"Today, huge usage of inventory checks, price checks, connecting with the physical stores and store associates for the Pr",,pro,,,neutral,current,low,"Today, huge usage of inventory checks, price checks, connecting with the physical stores and store associates for the Pro."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"One of the great attributes of the Pro app for our professional customers is the ability to do the inventory lookup, but",,pro,,,positive,current,low,"One of the great attributes of the Pro app for our professional customers is the ability to do the inventory lookup, but also to then get a store map and to get to a specific bay location."
Home Depot,HD,2013-12-11,Q3 2014,call-transcripts/2013-12-11__hd-us-20131211-call-qna__1527798.md,pro,"Unknown speaker: You may live in one part of the city and frequent that store from a consumer perspective, or you may be",,pro,,,positive,current,low,"Unknown speaker: You may live in one part of the city and frequent that store from a consumer perspective, or you may be working on a job site on a totally different side of the city, and you're not familiar with the store, you're not familiar with the layout, and that Pro app gives them the ability to do the inventory lookup in multiple stores and to find a product quickly."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,A lot of companies in cyclical businesses have turned to acquisitions when economic growth moderates.,comparable_sales_total_pct,,,,positive,current,low,A lot of companies in cyclical businesses have turned to acquisitions when economic growth moderates.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,I'd say what you see from us now and what I would expect to continue is that we use acquisitions really not as a supplem,comparable_sales_total_pct,,,,positive,future,low,"I'd say what you see from us now and what I would expect to continue is that we use acquisitions really not as a supplement to sales growth, but as a supplement to competencies that we think are important to add to our capabilities."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"If you look at Blinds.com, the most recent acquisition that we made, not only are we getting a terrific online configura",comparable_sales_total_pct,,,,neutral,current,low,"If you look at Blinds.com, the most recent acquisition that we made, not only are we getting a terrific online configurator, one that's much better than what we have, we're also getting a tremendous call center, and these people know how to close sales."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,housing,"We've actually been through quite a long period of not having growth in our market, and we have some experience of being",comparable_sales_total_pct,,,,negative,current,low,"We've actually been through quite a long period of not having growth in our market, and we have some experience of being able to generate positive comp growth even in a flat-to-down housing market."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,"Unknown speaker: Eric, again, I'll let Carol comment on some of the macro things that we're seeing, I'd also just prefac",,,,,neutral,current,low,"Unknown speaker: Eric, again, I'll let Carol comment on some of the macro things that we're seeing, I'd also just preface this by saying, it's difficult to tease those conclusions out from a quarter where you have a lot of particularly unusual weather and some unusual overlaps for us."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,pro,"One comment I might say about the consumer, Craig, maybe you want to jump in on this, is that as we look at sales agains",comparable_sales_total_pct,pro,,,positive,current,low,"One comment I might say about the consumer, Craig, maybe you want to jump in on this, is that as we look at sales against opening price points, good, better, best, all the way to premium, we've seen growth in premium-priced products in all four quarters, including this last quarter."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,There's been some weather disruption for sure.,,,,,positive,current,low,There's been some weather disruption for sure.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,"I guess first question, you noted that areas not impacted by weather, which I guess were few and far between, saw contin",,,,,neutral,current,low,"I guess first question, you noted that areas not impacted by weather, which I guess were few and far between, saw continued strength."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,"Unknown speaker: Dennis, the Western Division was our strongest performing division, that was the least impacted by weat",,,,,positive,current,low,"Unknown speaker: Dennis, the Western Division was our strongest performing division, that was the least impacted by weather."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Unknown speaker: I guess when you say maintain the strength, is it fair to say comps were comparable then to the prior q",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: I guess when you say maintain the strength, is it fair to say comps were comparable then to the prior quarter?"
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Unknown speaker: In the Western Division, I would say that our comps were about twice the company average.",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: In the Western Division, I would say that our comps were about twice the company average."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,gross_margin,"Then Carol, I think you mentioned that gross margins were well above plan.",gross_margin_pct,,,,neutral,current,low,"Then Carol, I think you mentioned that gross margins were well above plan."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Well, you remember that we were anniversarying strong sales from Hurricane Sandy.",comparable_sales_total_pct,,,,positive,current,low,"Well, you remember that we were anniversarying strong sales from Hurricane Sandy."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,We had about $255 million of sales that we had to anniversary.,comparable_sales_total_pct,,255,million,neutral,current,high,We had about $255 million of sales that we had to anniversary.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Unknown speaker: That's a good news from a margin perspective, because we had a benefit from a lower penetration of a lo",gross_margin_pct,,,,neutral,current,low,"Unknown speaker: That's a good news from a margin perspective, because we had a benefit from a lower penetration of a lower margin category."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,guidance,"Carol, you've always expressed your thoughts on changes in the environment, and I wondered if you could add your perspec",,,,,neutral,current,low,"Carol, you've always expressed your thoughts on changes in the environment, and I wondered if you could add your perspective on any opportunity for the easing of lending or the lowering of FICO scores and how that might play into your guidance."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,If I could just quickly follow up about the sales from the affected regions by weather.,comparable_sales_total_pct,,,,positive,current,low,If I could just quickly follow up about the sales from the affected regions by weather.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,We're actually down to a very low inventory level.,,,,,negative,current,low,We're actually down to a very low inventory level.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Unknown speaker: When we look at the most recent quarter, it shows based on, again, third-party tracking, that we picked",comparable_sales_total_pct,,180,basis points,positive,current,high,"Unknown speaker: When we look at the most recent quarter, it shows based on, again, third-party tracking, that we picked up about 180 basis points of share in the quarter, and that compares to about 170 basis points on a rolling 12, which would be over the four quarters, obviously."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,Unknown speaker: Appliances contributed about 60 basis points of our comp growth in the quarter.,comparable_sales_total_pct,appliances,60,basis points,positive,current,high,Unknown speaker: Appliances contributed about 60 basis points of our comp growth in the quarter.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"As I said, Mexico has now had 41 quarters in a row of positive comp growth.",comparable_sales_total_pct,,41,,positive,current,high,"As I said, Mexico has now had 41 quarters in a row of positive comp growth."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"We're very pleased with how our business not only has historically performed but performed this year, again, positively ",comparable_sales_total_pct,,,,positive,future,low,"We're very pleased with how our business not only has historically performed but performed this year, again, positively comping in a difficult environment."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Canada, adjusting for FX, had a stronger comp growth in the fourth quarter than the company average.",comparable_sales_total_pct,,,,positive,current,low,"Canada, adjusting for FX, had a stronger comp growth in the fourth quarter than the company average."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,Unknown speaker: We feel like we're well-positioned in that competitive environment and have been positively comping rea,comparable_sales_total_pct,,,,positive,current,low,Unknown speaker: We feel like we're well-positioned in that competitive environment and have been positively comping really for the last several quarters in a row there.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,pro,"That's allowing us to really help our pros run a better business, leverage some of our online tools, and connect our pro",,pro,,,neutral,current,low,"That's allowing us to really help our pros run a better business, leverage some of our online tools, and connect our pro both virtually and in our brick-and-mortar location."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,One was just on the comp trend through the quarter and into this quarter.,comparable_sales_total_pct,,,,neutral,current,low,One was just on the comp trend through the quarter and into this quarter.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,"How much of that was weather, and what do you expect those trends, or how are they looking into February?",,,,,neutral,future,low,"How much of that was weather, and what do you expect those trends, or how are they looking into February?"
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,We had great gift center sales that exceeded our plans.,comparable_sales_total_pct,,,,neutral,current,low,We had great gift center sales that exceeded our plans.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,Events were a strong part of December sales overall.,comparable_sales_total_pct,,,,positive,current,low,Events were a strong part of December sales overall.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,"When you look at January, certainly as you would expect with some of the weather impacts in parts of the country, we saw",,,,,neutral,future,low,"When you look at January, certainly as you would expect with some of the weather impacts in parts of the country, we saw a little bit of softening in the more discretionary spend categories in that month Unknown speaker: Certainly, that was a factor."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,weather,"Unknown speaker: We don't like to use weather as an excuse, but we think we probably lost $100 million in the month of J",,pro,100,million,neutral,current,high,"Unknown speaker: We don't like to use weather as an excuse, but we think we probably lost $100 million in the month of January."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,guidance,Anything you can update us there in terms of take-up rates of your own plan or how you're baking into your guidance for ,,,,,positive,current,low,Anything you can update us there in terms of take-up rates of your own plan or how you're baking into your guidance for SG&A would be helpful.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,pro,"At what point do you think turnover will again overtake that, and you may see a recoupling between home improvement comp",comparable_sales_total_pct,pro,,,positive,future,low,"At what point do you think turnover will again overtake that, and you may see a recoupling between home improvement comps and housing turnover?"
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,housing,"Interestingly, historically for us, housing turnover has not been that great a predictor of our sales, if you go back ov",comparable_sales_total_pct,,,,neutral,current,low,"Interestingly, historically for us, housing turnover has not been that great a predictor of our sales, if you go back over time."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,pro,"As you become more proficient with interacting and engaging your customers online, do you think that puts you more in th",,pro,,,neutral,current,low,"As you become more proficient with interacting and engaging your customers online, do you think that puts you more in the crosshairs or potentially more in the crosshairs of the online-only retailers?"
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"First off, acquisition like Blinds.com, as Carol said, the explanation for it is the competencies that it brings interna",comparable_sales_total_pct,,,,neutral,current,low,"First off, acquisition like Blinds.com, as Carol said, the explanation for it is the competencies that it brings internally to allow us to better compete in interconnected retail."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,guidance,"The second question, maybe this is just looking at too finely, but your comp guidance suggests a 200 basis points of dec",comparable_sales_total_pct,,200,basis points,neutral,current,high,"The second question, maybe this is just looking at too finely, but your comp guidance suggests a 200 basis points of deceleration from 2013."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"The other 150 basis point deceleration, is that just being conservative, not prudent to expect a comp at 7% every year?",comparable_sales_total_pct,,150,,neutral,future,high,"The other 150 basis point deceleration, is that just being conservative, not prudent to expect a comp at 7% every year?"
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Our Canadian business is doing well in an environment where our competitors, RONA and some others, are having great diff",comparable_sales_total_pct,,,,neutral,current,low,"Our Canadian business is doing well in an environment where our competitors, RONA and some others, are having great difficulty."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Unknown speaker: We actually plan our year based on growth for both transactions as well as ticket, and we plan that rou",,,,,positive,future,low,"Unknown speaker: We actually plan our year based on growth for both transactions as well as ticket, and we plan that roughly equal."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"If you look at the year, we were pretty close to that in terms of it was pretty balanced between tickets and transaction",,,,,neutral,future,low,"If you look at the year, we were pretty close to that in terms of it was pretty balanced between tickets and transactions."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,Unknown speaker: I was asking specifically around the transactions greater than $900.,,,900,,neutral,current,high,Unknown speaker: I was asking specifically around the transactions greater than $900.
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,Unknown speaker: Is your sense that it will be greater than the comp sales or come back down in line with it?,comparable_sales_total_pct,,,,negative,future,low,Unknown speaker: Is your sense that it will be greater than the comp sales or come back down in line with it?
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"If their home values continue to hold, I think we could expect to see the bigger ticket continue to grow.",,,,,neutral,future,low,"If their home values continue to hold, I think we could expect to see the bigger ticket continue to grow."
Home Depot,HD,2014-02-25,Q4 2013,call-transcripts/2014-02-25__hd-us-20140225-call-qna__1527254.md,demand,"Carol, what effect on EBIT margins going forward will an accelerated growth on the dotcom side of the business have on E",gross_margin_pct,,,,positive,future,low,"Carol, what effect on EBIT margins going forward will an accelerated growth on the dotcom side of the business have on EBIT?"
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"I guess the natural question is just maybe elaborate on that, if you can, especially I'm sure the question will be asked",comparable_sales_total_pct,,,,positive,future,low,"I guess the natural question is just maybe elaborate on that, if you can, especially I'm sure the question will be asked against the tough comps from last year, which I think were among the strongest of the entire year, and how you think about maybe where you're seeing that category-wise."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"Our comp in May last year was double digits, but we're very pleased with our results thus far.",comparable_sales_total_pct,,,,neutral,future,low,"Our comp in May last year was double digits, but we're very pleased with our results thus far."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,weather,"As the weather improves, we're seeing an improvement, obviously, in our seasonal businesses and exterior categories.",,pro,,,neutral,current,low,"As the weather improves, we're seeing an improvement, obviously, in our seasonal businesses and exterior categories."
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,"Secondarily, on the inventory side, I think with that being up, maybe this ties into the trend, but how would you descri",,,,,positive,future,low,"Secondarily, on the inventory side, I think with that being up, maybe this ties into the trend, but how would you describe what you'd expect for inventory turns and inventory through the year?"
Home Depot,HD,2014-05-20,Q1 2014,call-transcripts/2014-05-20__hd-us-20140520-call-qna__1526787.md,demand,Maybe just address anywhere where there's elevated inventory relative to expectations and how that might impact margin a,gross_margin_pct,,,,neutral,future,low,Maybe just address anywhere where there's elevated inventory relative to expectations and how that might impact margin as we move forward.
